1,739,-0.0151,12.2072,0.11442
1,740,-0.0153,12.2137,0.11444
1,741,-0.0155,12.2202,0.11446
1,742,-0.0156,12.2268,0.11448
1,743,-0.0158,12.2333,0.1145
1,744,-0.016,12.2398,0.11452
1,745,-0.0162,12.2464,0.11454
1,746,-0.0163,12.2529,0.11456
1,747,-0.0165,12.2594,0.11458
1,748,-0.0167,12.266,0.1146
1,749,-0.0168,12.2725,0.11462
1,750,-0.017,12.279,0.11464
1,751,-0.0172,12.2855,0.11465
1,752,-0.0174,12.292,0.11467
1,753,-0.0175,12.2986,0.11469
1,754,-0.0177,12.3051,0.11471
1,755,-0.0179,12.3116,0.11473
1,756,-0.018,12.3181,0.11475
1,757,-0.0182,12.3246,0.11477
1,758,-0.0184,12.3311,0.11479
1,759,-0.0185,12.3376,0.11481
1,760,-0.0187,12.3441,0.11483
1,761,-0.0189,12.3506,0.11485
1,762,-0.0191,12.3571,0.11487
1,763,-0.0192,12.3636,0.11489
1,764,-0.0194,12.3701,0.11491
1,765,-0.0196,12.3766,0.11493
1,766,-0.0197,12.383,0.11495
1,767,-0.0199,12.3895,0.11497
1,768,-0.0201,12.396,0.11498
1,769,-0.0202,12.4025,0.115
1,770,-0.0204,12.409,0.11502
1,771,-0.0206,12.4154,0.11504
1,772,-0.0207,12.4219,0.11506
1,773,-0.0209,12.4284,0.11508
1,774,-0.0211,12.4348,0.1151
1,775,-0.0212,12.4413,0.11512
1,776,-0.0214,12.4477,0.11514
1,777,-0.0216,12.4542,0.11516
1,778,-0.0217,12.4606,0.11518
1,779,-0.0219,12.4671,0.1152
1,780,-0.0221,12.4735,0.11522
1,781,-0.0222,12.48,0.11524
1,782,-0.0224,12.4864,0.11526
1,783,-0.0226,12.4929,0.11528
1,784,-0.0227,12.4993,0.1153
1,785,-0.0229,12.5057,0.11532
1,786,-0.0231,12.5121,0.11534
1,787,-0.0232,12.5186,0.11536
1,788,-0.0234,12.525,0.11538
1,789,-0.0236,12.5314,0.1154
1,790,-0.0237,12.5378,0.11542
1,791,-0.0239,12.5442,0.11544
1,792,-0.0241,12.5506,0.11545
1,793,-0.0242,12.557,0.11547
1,794,-0.0244,12.5634,0.11549
1,795,-0.0246,12.5698,0.11551
1,796,-0.0247,12.5762,0.11553
1,797,-0.0249,12.5826,0.11555
1,798,-0.025,12.589,0.11557
1,799,-0.0252,12.5954,0.11559
1,800,-0.0254,12.6018,0.11561
1,801,-0.0255,12.6082,0.11563
1,802,-0.0257,12.6145,0.11565
1,803,-0.0259,12.6209,0.11567
1,804,-0.026,12.6273,0.11569
1,805,-0.0262,12.6336,0.11571
1,806,-0.0264,12.64,0.11573
1,807,-0.0265,12.6464,0.11575
1,808,-0.0267,12.6527,0.11577
1,809,-0.0268,12.6591,0.11579
1,810,-0.027,12.6654,0.11581
1,811,-0.0272,12.6718,0.11583
1,812,-0.0273,12.6781,0.11585
1,813,-0.0275,12.6844,0.11587
1,814,-0.0277,12.6908,0.11589
1,815,-0.0278,12.6971,0.11591
1,816,-0.028,12.7034,0.11593
1,817,-0.0281,12.7098,0.11595
1,818,-0.0283,12.7161,0.11597
1,819,-0.0285,12.7224,0.11599
1,820,-0.0286,12.7287,0.11601
1,821,-0.0288,12.735,0.11602
1,822,-0.0289,12.7413,0.11604
1,823,-0.0291,12.7476,0.11606
1,824,-0.0293,12.7539,0.11608
1,825,-0.0294,12.7602,0.1161
1,826,-0.0296,12.7665,0.11612
1,827,-0.0297,12.7728,0.11614
1,828,-0.0299,12.7791,0.11616
1,829,-0.0301,12.7854,0.11618
1,830,-0.0302,12.7916,0.1162
1,831,-0.0304,12.7979,0.11622
1,832,-0.0305,12.8042,0.11624
1,833,-0.0307,12.8104,0.11626
1,834,-0.0309,12.8167,0.11628
1,835,-0.031,12.823,0.1163
1,836,-0.0312,12.8292,0.11632
1,837,-0.0313,12.8355,0.11634
1,838,-0.0315,12.8417,0.11636
1,839,-0.0317,12.848,0.11638
1,840,-0.0318,12.8542,0.1164
1,841,-0.032,12.8604,0.11642
1,842,-0.0321,12.8667,0.11644
1,843,-0.0323,12.8729,0.11646
1,844,-0.0324,12.8791,0.11647
1,845,-0.0326,12.8853,0.11649
1,846,-0.0328,12.8915,0.11651
1,847,-0.0329,12.8978,0.11653
1,848,-0.0331,12.904,0.11655
1,849,-0.0332,12.9102,0.11657
1,850,-0.0334,12.9164,0.11659
1,851,-0.0336,12.9226,0.11661
1,852,-0.0337,12.9288,0.11663
1,853,-0.0339,12.935,0.11665
1,854,-0.034,12.9411,0.11667
1,855,-0.0342,12.9473,0.11669
1,856,-0.0343,12.9535,0.11671
1,857,-0.0345,12.9597,0.11673
1,858,-0.0346,12.9658,0.11675
1,859,-0.0348,12.972,0.11677
1,860,-0.035,12.9782,0.11679
1,861,-0.0351,12.9843,0.11681
1,862,-0.0353,12.9905,0.11683
1,863,-0.0354,12.9966,0.11684
1,864,-0.0356,13.0028,0.11686
1,865,-0.0357,13.0089,0.11688
1,866,-0.0359,13.0151,0.1169
1,867,-0.0361,13.0212,0.11692
1,868,-0.0362,13.0273,0.11694
1,869,-0.0364,13.0334,0.11696
1,870,-0.0365,13.0396,0.11698
1,871,-0.0367,13.0457,0.117
1,872,-0.0368,13.0518,0.11702
1,873,-0.037,13.0579,0.11704
1,874,-0.0371,13.064,0.11706
1,875,-0.0373,13.0701,0.11708
1,876,-0.0374,13.0762,0.1171
1,877,-0.0376,13.0823,0.11712
1,878,-0.0378,13.0884,0.11713
1,879,-0.0379,13.0945,0.11715
1,880,-0.0381,13.1006,0.11717
1,881,-0.0382,13.1067,0.11719
1,882,-0.0384,13.1127,0.11721
1,883,-0.0385,13.1188,0.11723
1,884,-0.0387,13.1249,0.11725
1,885,-0.0388,13.131,0.11727
1,886,-0.039,13.137,0.11729
1,887,-0.0391,13.1431,0.11731
1,888,-0.0393,13.1491,0.11733
1,889,-0.0394,13.1552,0.11735
1,890,-0.0396,13.1612,0.11737
1,891,-0.0397,13.1673,0.11739
1,892,-0.0399,13.1733,0.1174
1,893,-0.0401,13.1793,0.11742
1,894,-0.0402,13.1854,0.11744
1,895,-0.0404,13.1914,0.11746
1,896,-0.0405,13.1974,0.11748
1,897,-0.0407,13.2034,0.1175
1,898,-0.0408,13.2095,0.11752
1,899,-0.041,13.2155,0.11754
1,900,-0.0411,13.2215,0.11756
1,901,-0.0413,13.2275,0.11758
1,902,-0.0414,13.2335,0.1176
1,903,-0.0416,13.2395,0.11762
1,904,-0.0417,13.2455,0.11763
1,905,-0.0419,13.2515,0.11765
1,906,-0.042,13.2575,0.11767
1,907,-0.0422,13.2634,0.11769
1,908,-0.0423,13.2694,0.11771
1,909,-0.0425,13.2754,0.11773
1,910,-0.0426,13.2814,0.11775
1,911,-0.0428,13.2873,0.11777
1,912,-0.0429,13.2933,0.11779
1,913,-0.0431,13.2993,0.11781
1,914,-0.0432,13.3052,0.11783
1,915,-0.0434,13.3112,0.11785
1,916,-0.0435,13.3171,0.11786
1,917,-0.0437,13.3231,0.11788
1,918,-0.0438,13.329,0.1179
1,919,-0.044,13.335,0.11792
1,920,-0.0441,13.3409,0.11794
1,921,-0.0443,13.3468,0.11796
1,922,-0.0444,13.3528,0.11798
1,923,-0.0446,13.3587,0.118
1,924,-0.0447,13.3646,0.11802
1,925,-0.0449,13.3705,0.11804
1,926,-0.045,13.3765,0.11805
1,927,-0.0452,13.3824,0.11807
1,928,-0.0453,13.3883,0.11809
1,929,-0.0455,13.3942,0.11811
1,930,-0.0456,13.4001,0.11813
1,931,-0.0458,13.406,0.11815
1,932,-0.0459,13.4119,0.11817
1,933,-0.0461,13.4178,0.11819
1,934,-0.0462,13.4237,0.11821
1,935,-0.0464,13.4296,0.11823
1,936,-0.0465,13.4354,0.11825
1,937,-0.0466,13.4413,0.11826
1,938,-0.0468,13.4472,0.11828
1,939,-0.0469,13.4531,0.1183
1,940,-0.0471,13.4589,0.11832
1,941,-0.0472,13.4648,0.11834
1,942,-0.0474,13.4707,0.11836
1,943,-0.0475,13.4765,0.11838
1,944,-0.0477,13.4824,0.1184
1,945,-0.0478,13.4883,0.11842
1,946,-0.048,13.4941,0.11843
1,947,-0.0481,13.5,0.11845
1,948,-0.0483,13.5058,0.11847
1,949,-0.0484,13.5116,0.11849
1,950,-0.0486,13.5175,0.11851
1,951,-0.0487,13.5233,0.11853
1,952,-0.0489,13.5291,0.11855
1,953,-0.049,13.535,0.11857
1,954,-0.0491,13.5408,0.11859
1,955,-0.0493,13.5466,0.1186
1,956,-0.0494,13.5524,0.11862
1,957,-0.0496,13.5583,0.11864
1,958,-0.0497,13.5641,0.11866
1,959,-0.0499,13.5699,0.11868
1,960,-0.05,13.5757,0.1187
1,961,-0.0502,13.5815,0.11872
1,962,-0.0503,13.5873,0.11874
1,963,-0.0505,13.5931,0.11876
1,964,-0.0506,13.5989,0.11877
1,965,-0.0507,13.6047,0.11879
1,966,-0.0509,13.6105,0.11881
1,967,-0.051,13.6163,0.11883
1,968,-0.0512,13.622,0.11885
1,969,-0.0513,13.6278,0.11887
1,970,-0.0515,13.6336,0.11889
1,971,-0.0516,13.6394,0.11891
1,972,-0.0518,13.6452,0.11892
1,973,-0.0519,13.6509,0.11894
1,974,-0.052,13.6567,0.11896
1,975,-0.0522,13.6625,0.11898
1,976,-0.0523,13.6682,0.119
1,977,-0.0525,13.674,0.11902
1,978,-0.0526,13.6797,0.11904
1,979,-0.0528,13.6855,0.11906
1,980,-0.0529,13.6912,0.11907
1,981,-0.053,13.697,0.11909
1,982,-0.0532,13.7027,0.11911
1,983,-0.0533,13.7085,0.11913
1,984,-0.0535,13.7142,0.11915
1,985,-0.0536,13.7199,0.11917
1,986,-0.0538,13.7257,0.11919
1,987,-0.0539,13.7314,0.1192
1,988,-0.054,13.7371,0.11922
1,989,-0.0542,13.7429,0.11924
1,990,-0.0543,13.7486,0.11926
1,991,-0.0545,13.7543,0.11928
1,992,-0.0546,13.76,0.1193
1,993,-0.0548,13.7657,0.11932
1,994,-0.0549,13.7715,0.11933
1,995,-0.055,13.7772,0.11935
1,996,-0.0552,13.7829,0.11937
1,997,-0.0553,13.7886,0.11939
1,998,-0.0555,13.7943,0.11941
1,999,-0.0556,13.8,0.11943
1,1000,-0.0558,13.8057,0.11945
1,1001,-0.0559,13.8114,0.11946
1,1002,-0.056,13.8171,0.11948
1,1003,-0.0562,13.8228,0.1195
1,1004,-0.0563,13.8285,0.11952
1,1005,-0.0565,13.8341,0.11954
1,1006,-0.0566,13.8398,0.11956
1,1007,-0.0567,13.8455,0.11957
1,1008,-0.0569,13.8512,0.11959
1,1009,-0.057,13.8569,0.11961
1,1010,-0.0572,13.8625,0.11963
1,1011,-0.0573,13.8682,0.11965
1,1012,-0.0574,13.8739,0.11967
1,1013,-0.0576,13.8796,0.11968
1,1014,-0.0577,13.8852,0.1197
1,1015,-0.0579,13.8909,0.11972
1,1016,-0.058,13.8966,0.11974
1,1017,-0.0581,13.9022,0.11976
1,1018,-0.0583,13.9079,0.11978
1,1019,-0.0584,13.9135,0.11979
1,1020,-0.0586,13.9192,0.11981
1,1021,-0.0587,13.9248,0.11983
1,1022,-0.0588,13.9305,0.11985
1,1023,-0.059,13.9361,0.11987
1,1024,-0.0591,13.9418,0.11988
1,1025,-0.0593,13.9474,0.1199
1,1026,-0.0594,13.9531,0.11992
1,1027,-0.0595,13.9587,0.11994
1,1028,-0.0597,13.9644,0.11996
1,1029,-0.0598,13.97,0.11998
1,1030,-0.06,13.9756,0.11999
1,1031,-0.0601,13.9813,0.12001
1,1032,-0.0602,13.9869,0.12003
1,1033,-0.0604,13.9925,0.12005
1,1034,-0.0605,13.9982,0.12007
1,1035,-0.0607,14.0038,0.12008
1,1036,-0.0608,14.0094,0.1201
1,1037,-0.0609,14.015,0.12012
1,1038,-0.0611,14.0207,0.12014
1,1039,-0.0612,14.0263,0.12016
1,1040,-0.0613,14.0319,0.12017
1,1041,-0.0615,14.0375,0.12019
1,1042,-0.0616,14.0431,0.12021
1,1043,-0.0618,14.0488,0.12023
1,1044,-0.0619,14.0544,0.12025
1,1045,-0.062,14.06,0.12026
1,1046,-0.0622,14.0656,0.12028
1,1047,-0.0623,14.0712,0.1203
1,1048,-0.0624,14.0768,0.12032
1,1049,-0.0626,14.0824,0.12033
1,1050,-0.0627,14.088,0.12035
1,1051,-0.0629,14.0936,0.12037
1,1052,-0.063,14.0992,0.12039
1,1053,-0.0631,14.1048,0.12041
1,1054,-0.0633,14.1104,0.12042
1,1055,-0.0634,14.116,0.12044
1,1056,-0.0635,14.1216,0.12046
1,1057,-0.0637,14.1272,0.12048
1,1058,-0.0638,14.1328,0.1205
1,1059,-0.0639,14.1384,0.12051
1,1060,-0.0641,14.144,0.12053
1,1061,-0.0642,14.1495,0.12055
1,1062,-0.0644,14.1551,0.12057
1,1063,-0.0645,14.1607,0.12058
1,1064,-0.0646,14.1663,0.1206
1,1065,-0.0648,14.1719,0.12062
1,1066,-0.0649,14.1775,0.12064
1,1067,-0.065,14.183,0.12065
1,1068,-0.0652,14.1886,0.12067
1,1069,-0.0653,14.1942,0.12069
1,1070,-0.0654,14.1998,0.12071
1,1071,-0.0656,14.2053,0.12073
1,1072,-0.0657,14.2109,0.12074
1,1073,-0.0658,14.2165,0.12076
1,1074,-0.066,14.2221,0.12078
1,1075,-0.0661,14.2276,0.1208
1,1076,-0.0663,14.2332,0.12081
1,1077,-0.0664,14.2388,0.12083
1,1078,-0.0665,14.2443,0.12085
1,1079,-0.0667,14.2499,0.12087
1,1080,-0.0668,14.2554,0.12088
1,1081,-0.0669,14.261,0.1209
1,1082,-0.0671,14.2666,0.12092
1,1083,-0.0672,14.2721,0.12094
1,1084,-0.0673,14.2777,0.12095
1,1085,-0.0675,14.2832,0.12097
1,1086,-0.0676,14.2888,0.12099
1,1087,-0.0677,14.2944,0.12101
1,1088,-0.0679,14.2999,0.12102
1,1089,-0.068,14.3055,0.12104
1,1090,-0.0681,14.311,0.12106
1,1091,-0.0683,14.3166,0.12108
1,1092,-0.0684,14.3221,0.12109
1,1093,-0.0685,14.3277,0.12111
1,1094,-0.0687,14.3332,0.12113
1,1095,-0.0688,14.3387,0.12115
1,1096,-0.0689,14.3443,0.12116
1,1097,-0.0691,14.3498,0.12118
1,1098,-0.0692,14.3554,0.1212
1,1099,-0.0693,14.3609,0.12121
1,1100,-0.0695,14.3665,0.12123
1,1101,-0.0696,14.372,0.12125
1,1102,-0.0697,14.3775,0.12127
1,1103,-0.0699,14.3831,0.12128
1,1104,-0.07,14.3886,0.1213
1,1105,-0.0701,14.3942,0.12132
1,1106,-0.0703,14.3997,0.12134
1,1107,-0.0704,14.4052,0.12135
1,1108,-0.0705,14.4108,0.12137
1,1109,-0.0707,14.4163,0.12139
1,1110,-0.0708,14.4218,0.12141
1,1111,-0.0709,14.4274,0.12142
1,1112,-0.0711,14.4329,0.12144
1,1113,-0.0712,14.4384,0.12146
1,1114,-0.0713,14.4439,0.12147
1,1115,-0.0715,14.4495,0.12149
1,1116,-0.0716,14.455,0.12151
1,1117,-0.0717,14.4605,0.12153
1,1118,-0.0718,14.4661,0.12154
1,1119,-0.072,14.4716,0.12156
1,1120,-0.0721,14.4771,0.12158
1,1121,-0.0722,14.4826,0.12159
1,1122,-0.0724,14.4881,0.12161
1,1123,-0.0725,14.4937,0.12163
1,1124,-0.0726,14.4992,0.12165
1,1125,-0.0728,14.5047,0.12166
1,1126,-0.0729,14.5102,0.12168
1,1127,-0.073,14.5158,0.1217
1,1128,-0.0732,14.5213,0.12171
1,1129,-0.0733,14.5268,0.12173
1,1130,-0.0734,14.5323,0.12175
1,1131,-0.0736,14.5378,0.12177
1,1132,-0.0737,14.5433,0.12178
1,1133,-0.0738,14.5489,0.1218
1,1134,-0.0739,14.5544,0.12182
1,1135,-0.0741,14.5599,0.12183
1,1136,-0.0742,14.5654,0.12185
1,1137,-0.0743,14.5709,0.12187
1,1138,-0.0745,14.5764,0.12189
1,1139,-0.0746,14.5819,0.1219
1,1140,-0.0747,14.5875,0.12192
1,1141,-0.0749,14.593,0.12194
1,1142,-0.075,14.5985,0.12195
1,1143,-0.0751,14.604,0.12197
1,1144,-0.0752,14.6095,0.12199
1,1145,-0.0754,14.615,0.122
1,1146,-0.0755,14.6205,0.12202
1,1147,-0.0756,14.626,0.12204
1,1148,-0.0758,14.6315,0.12206
1,1149,-0.0759,14.6371,0.12207
1,1150,-0.076,14.6426,0.12209
1,1151,-0.0762,14.6481,0.12211
1,1152,-0.0763,14.6536,0.12212
1,1153,-0.0764,14.6591,0.12214
1,1154,-0.0765,14.6646,0.12216
1,1155,-0.0767,14.6701,0.12217
1,1156,-0.0768,14.6756,0.12219
1,1157,-0.0769,14.6811,0.12221
1,1158,-0.0771,14.6866,0.12222
1,1159,-0.0772,14.6921,0.12224
1,1160,-0.0773,14.6976,0.12226
1,1161,-0.0774,14.7032,0.12228
1,1162,-0.0776,14.7087,0.12229
1,1163,-0.0777,14.7142,0.12231
1,1164,-0.0778,14.7197,0.12233
1,1165,-0.078,14.7252,0.12234
1,1166,-0.0781,14.7307,0.12236
1,1167,-0.0782,14.7362,0.12238
1,1168,-0.0783,14.7417,0.12239
1,1169,-0.0785,14.7472,0.12241
1,1170,-0.0786,14.7527,0.12243
1,1171,-0.0787,14.7582,0.12244
1,1172,-0.0788,14.7637,0.12246
1,1173,-0.079,14.7692,0.12248
1,1174,-0.0791,14.7747,0.12249
1,1175,-0.0792,14.7802,0.12251
1,1176,-0.0794,14.7857,0.12253
1,1177,-0.0795,14.7912,0.12254
1,1178,-0.0796,14.7967,0.12256
1,1179,-0.0797,14.8022,0.12258
1,1180,-0.0799,14.8077,0.12259
1,1181,-0.08,14.8132,0.12261
1,1182,-0.0801,14.8187,0.12263
1,1183,-0.0802,14.8242,0.12265
1,1184,-0.0804,14.8297,0.12266
1,1185,-0.0805,14.8352,0.12268
1,1186,-0.0806,14.8407,0.1227
1,1187,-0.0808,14.8462,0.12271
1,1188,-0.0809,14.8517,0.12273
1,1189,-0.081,14.8572,0.12275
1,1190,-0.0811,14.8627,0.12276
1,1191,-0.0813,14.8682,0.12278
1,1192,-0.0814,14.8737,0.1228
1,1193,-0.0815,14.8792,0.12281
1,1194,-0.0816,14.8847,0.12283
1,1195,-0.0818,14.8902,0.12285
1,1196,-0.0819,14.8957,0.12286
1,1197,-0.082,14.9012,0.12288
1,1198,-0.0821,14.9067,0.1229
1,1199,-0.0823,14.9122,0.12291
1,1200,-0.0824,14.9177,0.12293
1,1201,-0.0825,14.9232,0.12295
1,1202,-0.0826,14.9287,0.12296
1,1203,-0.0828,14.9342,0.12298
1,1204,-0.0829,14.9397,0.123
1,1205,-0.083,14.9452,0.12301
1,1206,-0.0831,14.9507,0.12303
1,1207,-0.0833,14.9562,0.12305
1,1208,-0.0834,14.9617,0.12306
1,1209,-0.0835,14.9672,0.12308
1,1210,-0.0836,14.9727,0.1231
1,1211,-0.0838,14.9782,0.12311
1,1212,-0.0839,14.9837,0.12313
1,1213,-0.084,14.9892,0.12315
1,1214,-0.0841,14.9947,0.12316
1,1215,-0.0843,15.0002,0.12318
1,1216,-0.0844,15.0057,0.1232
1,1217,-0.0845,15.0112,0.12321
1,1218,-0.0846,15.0167,0.12323
1,1219,-0.0848,15.0222,0.12325
1,1220,-0.0849,15.0277,0.12326
1,1221,-0.085,15.0332,0.12328
1,1222,-0.0851,15.0387,0.1233
1,1223,-0.0853,15.0442,0.12331
1,1224,-0.0854,15.0497,0.12333
1,1225,-0.0855,15.0552,0.12335
1,1226,-0.0856,15.0607,0.12336
1,1227,-0.0858,15.0662,0.12338
1,1228,-0.0859,15.0717,0.1234
1,1229,-0.086,15.0772,0.12342
1,1230,-0.0861,15.0827,0.12343
1,1231,-0.0863,15.0882,0.12345
1,1232,-0.0864,15.0937,0.12347
1,1233,-0.0865,15.0992,0.12348
1,1234,-0.0866,15.1047,0.1235
1,1235,-0.0868,15.1102,0.12352
1,1236,-0.0869,15.1157,0.12353
1,1237,-0.087,15.1212,0.12355
1,1238,-0.0871,15.1267,0.12357
1,1239,-0.0872,15.1322,0.12358
1,1240,-0.0874,15.1377,0.1236
1,1241,-0.0875,15.1432,0.12362
1,1242,-0.0876,15.1487,0.12363
1,1243,-0.0877,15.1542,0.12365
1,1244,-0.0879,15.1596,0.12367
1,1245,-0.088,15.1651,0.12368
1,1246,-0.0881,15.1706,0.1237
1,1247,-0.0882,15.1761,0.12372
1,1248,-0.0883,15.1816,0.12373
1,1249,-0.0885,15.1871,0.12375
1,1250,-0.0886,15.1926,0.12377
1,1251,-0.0887,15.1981,0.12379
1,1252,-0.0888,15.2036,0.1238
1,1253,-0.089,15.2091,0.12382
1,1254,-0.0891,15.2146,0.12384
1,1255,-0.0892,15.2201,0.12385
1,1256,-0.0893,15.2256,0.12387
1,1257,-0.0894,15.2311,0.12389
1,1258,-0.0896,15.2366,0.1239
1,1259,-0.0897,15.2421,0.12392
1,1260,-0.0898,15.2476,0.12394
1,1261,-0.0899,15.2531,0.12395
1,1262,-0.0901,15.2586,0.12397
1,1263,-0.0902,15.2641,0.12399
1,1264,-0.0903,15.2696,0.12401
1,1265,-0.0904,15.2751,0.12402
1,1266,-0.0905,15.2806,0.12404
1,1267,-0.0907,15.2861,0.12406
1,1268,-0.0908,15.2916,0.12407
1,1269,-0.0909,15.2971,0.12409
1,1270,-0.091,15.3026,0.12411
1,1271,-0.0912,15.3081,0.12412
1,1272,-0.0913,15.3135,0.12414
1,1273,-0.0914,15.319,0.12416
1,1274,-0.0915,15.3245,0.12418
1,1275,-0.0916,15.33,0.12419
1,1276,-0.0918,15.3355,0.12421
1,1277,-0.0919,15.341,0.12423
1,1278,-0.092,15.3465,0.12424
1,1279,-0.0921,15.352,0.12426
1,1280,-0.0922,15.3575,0.12428
1,1281,-0.0924,15.363,0.1243
1,1282,-0.0925,15.3685,0.12431
1,1283,-0.0926,15.374,0.12433
1,1284,-0.0927,15.3795,0.12435
1,1285,-0.0928,15.385,0.12436
1,1286,-0.093,15.3905,0.12438
1,1287,-0.0931,15.396,0.1244
1,1288,-0.0932,15.4015,0.12442
1,1289,-0.0933,15.407,0.12443
1,1290,-0.0934,15.4125,0.12445
1,1291,-0.0936,15.4179,0.12447
1,1292,-0.0937,15.4234,0.12448
1,1293,-0.0938,15.4289,0.1245
1,1294,-0.0939,15.4344,0.12452
1,1295,-0.094,15.4399,0.12454
1,1296,-0.0942,15.4454,0.12455
1,1297,-0.0943,15.4509,0.12457
1,1298,-0.0944,15.4564,0.12459
1,1299,-0.0945,15.4619,0.12461
1,1300,-0.0946,15.4674,0.12462
1,1301,-0.0948,15.4729,0.12464
1,1302,-0.0949,15.4784,0.12466
1,1303,-0.095,15.4839,0.12467
1,1304,-0.0951,15.4894,0.12469
1,1305,-0.0952,15.4948,0.12471
1,1306,-0.0954,15.5003,0.12473
1,1307,-0.0955,15.5058,0.12474
1,1308,-0.0956,15.5113,0.12476
1,1309,-0.0957,15.5168,0.12478
1,1310,-0.0958,15.5223,0.1248
1,1311,-0.0959,15.5278,0.12481
1,1312,-0.0961,15.5333,0.12483
1,1313,-0.0962,15.5388,0.12485
1,1314,-0.0963,15.5443,0.12487
1,1315,-0.0964,15.5498,0.12488
1,1316,-0.0965,15.5552,0.1249
1,1317,-0.0967,15.5607,0.12492
1,1318,-0.0968,15.5662,0.12494
1,1319,-0.0969,15.5717,0.12495
1,1320,-0.097,15.5772,0.12497
1,1321,-0.0971,15.5827,0.12499
1,1322,-0.0972,15.5882,0.12501
1,1323,-0.0974,15.5937,0.12502
1,1324,-0.0975,15.5992,0.12504
1,1325,-0.0976,15.6047,0.12506
1,1326,-0.0977,15.6101,0.12508
1,1327,-0.0978,15.6156,0.1251
1,1328,-0.098,15.6211,0.12511
1,1329,-0.0981,15.6266,0.12513
1,1330,-0.0982,15.6321,0.12515
1,1331,-0.0983,15.6376,0.12517
1,1332,-0.0984,15.6431,0.12518
1,1333,-0.0985,15.6486,0.1252
1,1334,-0.0987,15.654,0.12522
1,1335,-0.0988,15.6595,0.12524
1,1336,-0.0989,15.665,0.12526
1,1337,-0.099,15.6705,0.12527
1,1338,-0.0991,15.676,0.12529
1,1339,-0.0992,15.6815,0.12531
1,1340,-0.0994,15.687,0.12533
1,1341,-0.0995,15.6924,0.12534
1,1342,-0.0996,15.6979,0.12536
1,1343,-0.0997,15.7034,0.12538
1,1344,-0.0998,15.7089,0.1254
1,1345,-0.0999,15.7144,0.12542
1,1346,-0.1001,15.7199,0.12543
1,1347,-0.1002,15.7253,0.12545
1,1348,-0.1003,15.7308,0.12547
1,1349,-0.1004,15.7363,0.12549
1,1350,-0.1005,15.7418,0.12551
1,1351,-0.1006,15.7473,0.12552
1,1352,-0.1008,15.7528,0.12554
1,1353,-0.1009,15.7582,0.12556
1,1354,-0.101,15.7637,0.12558
1,1355,-0.1011,15.7692,0.1256
1,1356,-0.1012,15.7747,0.12561
1,1357,-0.1013,15.7802,0.12563
1,1358,-0.1015,15.7856,0.12565
1,1359,-0.1016,15.7911,0.12567
1,1360,-0.1017,15.7966,0.12569
1,1361,-0.1018,15.8021,0.1257
1,1362,-0.1019,15.8076,0.12572
1,1363,-0.102,15.813,0.12574
1,1364,-0.1022,15.8185,0.12576
1,1365,-0.1023,15.824,0.12578
1,1366,-0.1024,15.8295,0.1258
1,1367,-0.1025,15.835,0.12581
1,1368,-0.1026,15.8404,0.12583
1,1369,-0.1027,15.8459,0.12585
1,1370,-0.1028,15.8514,0.12587
1,1371,-0.103,15.8569,0.12589
1,1372,-0.1031,15.8623,0.12591
1,1373,-0.1032,15.8678,0.12592
1,1374,-0.1033,15.8733,0.12594
1,1375,-0.1034,15.8788,0.12596
1,1376,-0.1035,15.8842,0.12598
1,1377,-0.1037,15.8897,0.126
1,1378,-0.1038,15.8952,0.12602
1,1379,-0.1039,15.9007,0.12603
1,1380,-0.104,15.9061,0.12605
1,1381,-0.1041,15.9116,0.12607
1,1382,-0.1042,15.9171,0.12609
1,1383,-0.1043,15.9226,0.12611
1,1384,-0.1045,15.928,0.12613
1,1385,-0.1046,15.9335,0.12615
1,1386,-0.1047,15.939,0.12616
1,1387,-0.1048,15.9445,0.12618
1,1388,-0.1049,15.9499,0.1262
1,1389,-0.105,15.9554,0.12622
1,1390,-0.1051,15.9609,0.12624
1,1391,-0.1053,15.9664,0.12626
1,1392,-0.1054,15.9718,0.12627
1,1393,-0.1055,15.9773,0.12629
1,1394,-0.1056,15.9828,0.12631
1,1395,-0.1057,15.9882,0.12633
1,1396,-0.1058,15.9937,0.12635
1,1397,-0.1059,15.9992,0.12637
1,1398,-0.1061,16.0047,0.12639
1,1399,-0.1062,16.0101,0.12641
1,1400,-0.1063,16.0156,0.12642
1,1401,-0.1064,16.0211,0.12644
1,1402,-0.1065,16.0265,0.12646
1,1403,-0.1066,16.032,0.12648
1,1404,-0.1067,16.0375,0.1265
1,1405,-0.1068,16.043,0.12652
1,1406,-0.107,16.0484,0.12654
1,1407,-0.1071,16.0539,0.12656
1,1408,-0.1072,16.0594,0.12657
1,1409,-0.1073,16.0648,0.12659
1,1410,-0.1074,16.0703,0.12661
1,1411,-0.1075,16.0758,0.12663
1,1412,-0.1076,16.0812,0.12665
1,1413,-0.1078,16.0867,0.12667
1,1414,-0.1079,16.0922,0.12669
1,1415,-0.108,16.0976,0.12671
1,1416,-0.1081,16.1031,0.12673
1,1417,-0.1082,16.1086,0.12674
1,1418,-0.1083,16.114,0.12676
1,1419,-0.1084,16.1195,0.12678
1,1420,-0.1085,16.125,0.1268
1,1421,-0.1087,16.1304,0.12682
1,1422,-0.1088,16.1359,0.12684
1,1423,-0.1089,16.1414,0.12686
